0 00120 58064 7446 00120 48624 7446 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c01.avi
1 00117 54160 6910 00117 45312 6910 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c02.avi
2 00146 70568 9471 00146 58848 9471 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c03.avi
3 00224 82856 9394 00224 69368 9394 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c04.avi
4 00276 128960 18214 00276 103704 18214 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c05.avi
5 00176 114472 15209 00176 88016 15209 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c01.avi
6 00258 175144 20918 00258 127896 20918 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c02.avi
7 00210 109864 19983 00210 90232 19983 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c03.avi
8 00191 114552 23302 00191 93432 23302 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c04.avi
9 00194 112384 16793 00194 88912 16793 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c05.avi
10 00188 109224 17510 00188 86976 17510 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c06.avi
11 00261 123680 16699 00261 98240 16699 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c07.avi
12 00153 88952 12843 00153 70856 12843 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c01.avi
13 00098 60616 9684 00098 49720 9684 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c02.avi
14 00106 57560 7231 00106 46008 7231 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c03.avi
15 00124 60688 7658 00124 49928 7658 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c04.avi
16 00120 61032 8227 00120 49760 8227 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c05.avi
17 00140 71200 12058 00140 59176 12058 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c01.avi
18 00178 87664 13733 00178 71832 13733 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c02.avi
19 00125 56704 6212 00125 46272 6212 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c03.avi
20 00138 66288 9709 00138 55392 9709 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c04.avi
21 00180 84264 11924 00180 69488 11924 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c05.avi
22 00226 125600 14509 00226 95648 14509 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c01.avi
23 00120 66600 6493 00120 50928 6493 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c02.avi
24 00141 90368 9321 00141 66760 9321 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c03.avi
25 00208 105632 12426 00208 81392 12426 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c04.avi
26 00127 62800 6993 00127 49000 6993 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c05.avi
27 00212 100824 12158 00212 78824 12158 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c06.avi
28 00175 95312 15548 00175 75880 15548 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c01.avi
29 00099 46640 7698 00099 40112 7698 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c02.avi
30 00168 94288 16300 00168 76736 16300 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c03.avi
31 00120 76616 11231 00120 60352 11231 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c04.avi
32 00119 76616 13169 00119 61808 13169 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c05.avi
33 00137 81984 11787 00137 64536 11787 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c06.avi
34 00185 57576 3143 00185 48976 3143 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c01.avi
35 00186 36008 623 00186 33192 623 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c02.avi
36 00237 45664 614 00237 41184 614 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c03.avi
37 00132 38304 1863 00132 33512 1863 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c04.avi
38 00160 37416 1256 00160 33432 1256 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c05.avi
