1510.534 ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c01.avi
1191.197 ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c02.avi
1210.918 ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c03.avi
1387.670 ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c04.avi
1135.190 ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c05.avi
1146.240 ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c06.avi
1485.337 ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c01.avi
1832.703 ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c02.avi
2090.687 ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c03.avi
573.237 ApplyEyeMakeup/v_ApplyEyeMakeup_g02_c04.avi
3776.990 ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c01.avi
3271.962 ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c02.avi
3799.289 ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c03.avi
3791.598 ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c04.avi
3759.000 ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c05.avi
4926.576 ApplyEyeMakeup/v_ApplyEyeMakeup_g03_c06.avi
2031.200 ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c01.avi
2390.702 ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c02.avi
255.088 ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c03.avi
2751.189 ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c04.avi
1804.933 ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c05.avi
3231.041 ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c06.avi
2052.758 ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c07.avi
1418.124 ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c01.avi
1391.248 ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c02.avi
1472.669 ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c03.avi
1563.297 ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c04.avi
1453.182 ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c05.avi
1969.877 ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c06.avi
1552.670 ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c07.avi
4008.007 ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c01.avi
3632.906 ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c02.avi
3426.897 ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c03.avi
3504.212 ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c04.avi
2089.498 ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c05.avi
2421.517 ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c06.avi
2174.416 ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c07.avi
1239.777 ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c01.avi
1131.754 ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c02.avi
2184.614 ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c03.avi
2560.390 ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c04.avi
1599.582 ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c05.avi
1852.975 ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c06.avi
3113.124 ApplyEyeMakeup/v_ApplyEyeMakeup_g07_c07.avi
1086.816 ApplyLipstick/v_ApplyLipstick_g01_c01.avi
