0 00120 376232 93786 00120 236368 93786 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c01.avi
1 00117 376760 91897 00117 232448 91897 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c02.avi
2 00146 478800 116883 00146 290728 116883 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c03.avi
3 00224 590160 138969 00224 373352 138969 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c04.avi
4 00276 745048 190781 00276 480568 190781 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c05.avi
5 00176 1041904 227459 00176 556264 227459 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c01.avi
6 00258 1888312 395128 00258 881408 395128 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c02.avi
7 00210 1018944 257475 00210 564384 257475 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c03.avi
8 00191 1030848 264018 00191 561360 264018 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c04.avi
9 00194 911400 192507 00194 495392 192507 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c05.avi
10 00188 876960 186523 00188 484288 186523 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c06.avi
11 00261 1247104 274133 00261 651272 274133 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c07.avi
12 00153 627728 118914 00153 337944 118914 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c01.avi
13 00098 428760 88261 00098 247616 88261 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c02.avi
14 00106 442648 76587 00106 241560 76587 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c03.avi
15 00124 449168 76896 00124 248496 76896 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c04.avi
16 00120 455560 82224 00120 257904 82224 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c05.avi
17 00140 588448 136642 00140 328024 136642 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c01.avi
18 00178 763640 184697 00178 421808 184697 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c02.avi
19 00125 526728 111368 00125 275528 111368 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c03.avi
20 00138 525312 109534 00138 290800 109534 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c04.avi
21 00180 695360 154085 00180 378712 154085 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c05.avi
22 00226 654672 157343 00226 396408 157343 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c01.avi
23 00120 401600 87342 00120 238504 87342 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c02.avi
24 00141 522144 106589 00141 294568 106589 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c03.avi
25 00208 604704 126402 00208 345672 126402 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c04.avi
26 00127 350736 70975 00127 208456 70975 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c05.avi
27 00212 493232 108347 00212 305440 108347 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c06.avi
28 00175 678808 160667 00175 395360 160667 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c01.avi
29 00099 335640 80012 00099 212168 80012 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c02.avi
30 00168 634592 147812 00168 370112 147812 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c03.avi
31 00120 477408 102977 00120 273728 102977 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c04.avi
32 00119 484568 105344 00119 278440 105344 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c05.avi
33 00137 579848 122352 00137 325040 122352 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c06.avi
34 00185 441072 108654 00185 293928 108654 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c01.avi
35 00186 223560 42626 00186 161848 42626 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c02.avi
36 00237 245072 40553 00237 169808 40553 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c03.avi
37 00132 311320 81296 00132 219032 81296 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c04.avi
38 00160 285480 70414 00160 202352 70414 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c05.avi
