0 121 8005104 59293 58298 121 632600 59405 58750 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c01.avi
1 118 7716144 56312 56112 118 595784 56635 56540 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c02.avi
2 147 9494176 68872 66751 147 726648 68606 66360 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c03.avi
3 225 13890576 112752 96991 225 1234672 112796 97126 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c04.avi
4 277 18626240 148694 140254 277 1540304 149352 140922 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c05.avi
5 177 17077336 73896 98923 177 929328 74196 98888 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c01.avi
6 259 27102184 110636 120367 259 1318816 110400 120368 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c02.avi
7 211 19174112 115156 127041 211 1175040 115150 127041 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c03.avi
8 192 18156568 105076 126707 192 1066144 104836 126570 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c04.avi
9 195 17164728 85385 88627 195 942720 85374 88627 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c05.avi
10 189 16930192 84900 83857 189 958744 85111 83989 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c06.avi
11 262 24307480 131634 114888 262 1408440 131540 114905 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c07.avi
12 154 11278824 70489 64067 154 817784 70792 64326 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c01.avi
13 99 8125560 50781 44296 99 539792 50295 43864 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c02.avi
14 107 8115656 45642 34209 107 543080 45523 34181 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c03.avi
15 125 8349944 48117 35373 125 597360 48097 35535 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c04.avi
16 121 8947096 50418 37939 121 604448 50527 38248 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c05.avi
17 141 11285704 61436 61245 141 576840 61612 61509 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c01.avi
18 179 14855736 83572 84721 179 748992 83564 84721 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c02.avi
19 126 8887432 43574 38214 126 443000 43584 38360 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c03.avi
20 139 10286616 52373 44725 139 526368 52202 44499 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c04.avi
21 181 13508088 71103 61940 181 687704 71118 62001 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c05.avi
22 227 14176288 110064 148960 227 1269072 110067 149009 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c01.avi
23 121 8311504 61388 79603 121 738472 61417 79694 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c02.avi
24 142 9518400 69505 96299 142 844720 69625 96045 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c03.avi
25 209 12743160 97288 125832 209 1193360 97514 126311 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c04.avi
26 128 7591688 56675 67904 128 692912 56745 68099 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c05.avi
27 213 11469224 92570 107996 213 1097376 92983 108359 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c06.avi
28 176 11754616 84719 100016 176 966824 85437 101063 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c01.avi
29 100 5971304 41486 44247 100 470832 41171 43831 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c02.avi
30 169 11097688 81867 94312 169 915208 81389 94193 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c03.avi
31 121 7887728 56190 66423 121 664368 56136 66695 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c04.avi
32 120 7775552 56217 69569 120 675696 56269 69336 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c05.avi
33 138 8927976 56850 66512 138 669136 56634 66644 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c06.avi
34 186 9664176 80786 78363 186 860904 81132 78832 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c01.avi
35 187 5346688 45478 32548 187 614536 45334 32402 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c02.avi
36 238 5559088 46548 33873 238 690112 46819 34065 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c03.avi
37 133 7323088 65105 59254 133 678448 65017 59235 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c04.avi
38 161 6383880 56500 51183 161 654216 56509 51204 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c05.avi
39 170 15743368 114995 114591 170 1061664 115025 114591 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c01.avi
40 194 18421192 119660 136053 194 1227600 119666 136053 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c02.avi
41 233 25732240 164777 172285 233 1672256 164318 171609 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c03.avi
42 188 15499384 112546 115744 188 1141424 112560 115744 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c04.avi
43 260 25891800 191181 205352 260 1869504 190871 204918 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c05.avi
44 198 14716656 98651 107393 198 1018528 98676 107393 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c06.avi
45 183 15562024 109316 117082 183 1050280 109624 117585 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c07.avi
46 126 6575688 29650 17512 126 461960 29758 17524 ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c01.avi
47 234 15936488 86640 79768 234 1033800 86606 79758 ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c02.avi
48 115 6210200 35982 30766 115 442960 36050 30832 ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c03.avi
49 99 6113016 35940 31445 99 421520 36163 31566 ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c04.avi
50 202 13922176 78312 68021 202 918768 78694 68140 ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c05.avi
51 117 8254648 54324 51711 117 557120 54329 51711 ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c01.avi
52 174 10093128 76753 70566 174 824488 76973 70670 ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c02.avi
53 95 6415368 45903 50612 95 499752 46077 50882 ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c03.avi
54 106 9958096 63123 73781 106 657656 62767 73561 ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c04.avi
55 183 13037272 91799 100009 183 988080 91773 100009 ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c05.avi
56 160 13189712 120185 107621 160 1173496 120401 107920 ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c01.avi
57 171 15092960 148482 148376 171 1391928 148220 147894 ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c02.avi
58 158 10899488 101917 89874 158 1004656 101707 89719 ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c03.avi
59 225 15417600 150487 131588 225 1491664 150190 131472 ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c04.avi
60 188 13322792 133374 125691 188 1290568 133756 125847 ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c05.avi
61 181 12685128 70262 53102 181 891224 70144 52957 ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c01.avi
62 244 23166544 165784 184390 244 1674200 165816 184390 ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c02.avi
63 127 10196168 55452 47421 127 622464 55460 47421 ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c03.avi
64 132 10895560 60066 47628 132 668232 59946 47526 ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c04.avi
65 183 11031248 69286 51220 183 783664 69324 51183 ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c01.avi
