0 00120 763240 160851 00120 381216 160851 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c01.avi
1 00117 770752 160283 00117 378832 160283 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c02.avi
2 00146 975960 200704 00146 465608 200704 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c03.avi
3 00224 1217960 248104 00224 624096 248104 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c04.avi
4 00276 1541088 336096 00276 798720 336096 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c05.avi
5 00176 2331648 379912 00176 888792 379912 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c01.avi
6 00258 4112536 630054 00258 1343128 630054 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c02.avi
7 00210 2281440 420566 00210 897928 420566 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c03.avi
8 00191 2242952 430406 00191 881928 430406 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c04.avi
9 00194 2003840 333658 00194 797568 333658 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c05.avi
10 00188 1976248 317846 00188 784896 317846 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c06.avi
11 00261 2812176 455400 00261 1035448 455400 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c07.avi
12 00153 1359736 206489 00153 547344 206489 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c01.avi
13 00098 937632 154056 00098 402576 154056 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c02.avi
14 00106 971928 132448 00106 389304 132448 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c03.avi
15 00124 1007592 137164 00124 409856 137164 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c04.avi
16 00120 1019864 144461 00120 423088 144461 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c05.avi
17 00140 1270328 225270 00140 505968 225270 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c01.avi
18 00178 1642376 306008 00178 654848 306008 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c02.avi
19 00125 1116728 186844 00125 419784 186844 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c03.avi
20 00138 1136032 186959 00138 452840 186959 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c04.avi
21 00180 1503632 262442 00180 588984 262442 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c05.avi
22 00226 1318704 269588 00226 644672 269588 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c01.avi
23 00120 816696 152395 00120 391728 152395 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c02.avi
24 00141 1047248 186000 00141 476072 186000 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c03.avi
25 00208 1280488 226940 00208 582632 226940 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c04.avi
26 00127 719328 126563 00127 344656 126563 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c05.avi
27 00212 1007704 191545 00212 506072 191545 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c06.avi
28 00175 1390304 273387 00175 638040 273387 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c01.avi
29 00099 710656 134310 00099 345136 134310 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c02.avi
30 00168 1295600 252219 00168 597328 252219 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c03.avi
31 00120 963288 174328 00120 434176 174328 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c04.avi
32 00119 976888 178308 00119 444704 178308 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c05.avi
33 00137 1185736 208543 00137 524008 208543 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c06.avi
34 00185 900016 191397 00185 484192 191397 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c01.avi
35 00186 490248 85623 00186 291136 85623 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c02.avi
36 00237 546584 88111 00237 316888 88111 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c03.avi
37 00132 638776 141253 00132 363216 141253 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c04.avi
38 00160 597512 128904 00160 349128 128904 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c05.avi
39 00169 1336496 301683 00169 659000 301683 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c01.avi
40 00193 1839064 427063 00193 863848 427063 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c02.avi
41 00232 2563928 521782 00232 1145408 521782 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c03.avi
42 00187 1362832 315718 00187 689712 315718 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c04.avi
43 00259 2147000 490742 00259 1089656 490742 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c05.avi
