0 121 238040 12193 15229 121 136976 12193 15229 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c01.avi
1 118 234672 11482 14565 118 130944 11482 14565 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c02.avi
2 147 293880 15020 18190 147 162928 15018 18190 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c03.avi
3 225 351144 17542 18353 225 212024 17541 18353 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c04.avi
4 277 439752 25068 29393 277 283064 25062 29393 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c05.avi
5 177 557304 26117 37498 177 264992 26136 37498 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c01.avi
6 259 1121712 40087 55228 259 428464 40099 55228 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c02.avi
7 211 617640 34389 44132 211 316032 34394 44132 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c03.avi
8 192 634704 32142 46686 192 304888 32156 46686 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c04.avi
9 195 505704 23632 29195 195 247872 23655 29195 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c05.avi
10 189 492552 23738 26397 189 246664 23748 26397 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c06.avi
11 262 726096 34012 36580 262 348408 34006 36580 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c07.avi
12 154 379696 16401 16396 154 185680 16394 16396 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c01.avi
13 99 253832 12457 11981 99 132696 12464 11981 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c02.avi
14 107 267984 10907 8116 107 129984 10913 8116 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c03.avi
15 125 267464 10805 8139 125 132320 10799 8139 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c04.avi
16 121 266976 12084 9121 121 140696 12091 9121 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c05.avi
17 141 348104 18382 20517 141 183448 18378 20517 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c01.avi
18 179 461320 25192 28385 179 242008 25189 28385 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c02.avi
19 126 301496 12988 13154 126 142768 12992 13154 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c03.avi
20 139 289344 14190 13302 139 156952 14194 13302 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c04.avi
21 181 395464 19568 19207 181 207360 19581 19207 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c05.avi
22 227 385464 18420 31953 227 223288 18422 31953 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c01.avi
23 121 227624 9571 15291 121 122040 9566 15291 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c02.avi
24 142 294376 11625 20806 142 150888 11635 20806 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c03.avi
25 209 352056 15389 23787 209 192440 15386 23787 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c04.avi
26 128 194408 8519 11768 128 108192 8513 11768 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c05.avi
27 213 291816 14632 21039 213 180264 14639 21039 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c06.avi
28 176 382912 19046 26783 176 195824 19044 26783 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c01.avi
29 100 190304 11035 12569 100 103808 11045 12569 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c02.avi
30 169 353392 18774 24102 169 185528 18773 24102 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c03.avi
31 121 273528 12592 17334 121 134752 12588 17334 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c04.avi
32 120 273936 12568 18004 120 136800 12566 18004 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c05.avi
33 138 315320 14266 19174 138 150272 14275 19174 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c06.avi
34 186 260808 13689 16332 186 169240 13698 16332 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c01.avi
35 187 131104 5707 5224 187 94360 5704 5224 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c02.avi
36 238 153400 5860 5647 238 106648 5859 5647 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c03.avi
37 133 179936 10256 11054 133 123336 10254 11054 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c04.avi
38 161 171080 8598 10249 161 117400 8596 10249 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c05.avi
39 170 360328 20217 24140 170 207520 20221 24140 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c01.avi
40 194 532928 23735 39178 194 265872 23731 39178 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c02.avi
41 233 696096 30190 46675 233 355776 30175 46675 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c03.avi
42 188 369752 19880 27338 188 211752 19863 27338 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c04.avi
43 260 580224 27177 36965 260 333368 27197 36965 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c05.avi
44 198 380448 24337 29270 198 234472 24339 29270 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c06.avi
45 183 393880 26931 31953 183 241400 26926 31953 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c07.avi
46 126 146040 4973 3740 126 85752 4977 3740 ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c01.avi
47 234 586408 23893 29874 234 276176 23880 29874 ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c02.avi
48 115 211888 10287 11357 115 112968 10292 11357 ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c03.avi
49 99 192912 10129 11599 99 106272 10122 11599 ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c04.avi
50 202 450080 21320 22431 202 237192 21337 22431 ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c05.avi
51 117 228584 10160 12893 117 122352 10155 12893 ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c01.avi
52 174 238656 11483 14387 174 143440 11488 14387 ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c02.avi
53 95 169272 7924 12166 95 95272 7926 12166 ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c03.avi
54 106 299208 10875 17352 106 141592 10874 17352 ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c04.avi
55 183 345776 18349 27618 183 195832 18351 27618 ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c05.avi
56 160 247632 17474 15425 160 175928 17481 15425 ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c01.avi
57 171 287896 21195 21565 171 199384 21200 21565 ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c02.avi
58 158 221216 13873 14695 158 150936 13868 14695 ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c03.avi
59 225 299936 19097 19356 225 206096 19104 19356 ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c04.avi
60 188 254752 15438 17541 188 174568 15437 17541 ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c05.avi
61 181 386152 14967 11007 181 191192 14967 11007 ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c01.avi
62 244 689480 37093 55889 244 380088 37094 55889 ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c02.avi
63 127 321408 14742 15717 127 160368 14749 15717 ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c03.avi
64 132 293200 14239 13824 132 161128 14239 13824 ApplyEyeMakeup/v_ApplyEyeMakeup_g19_c04.avi
65 183 242840 13447 11493 183 158776 13434 11493 ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c01.avi
66 159 307008 16632 17218 159 181424 16626 17218 ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c02.avi
67 131 416504 15953 25071 131 185648 15944 25071 ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c03.avi
68 221 467144 26739 33133 221 260968 26746 33133 ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c04.avi
69 114 329920 15359 22846 114 160496 15367 22846 ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c05.avi
70 182 335536 20791 23272 182 200544 20800 23272 ApplyEyeMakeup/v_ApplyEyeMakeup_g20_c06.avi
71 182 1260152 52022 88940 182 574232 52000 88940 ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c01.avi
72 96 485624 22513 35404 96 233312 22515 35404 ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c02.avi
73 128 585368 30424 47705 128 315560 30422 47705 ApplyEyeMakeup/v_ApplyEyeMakeup_g21_c03.avi
