0 121 85824 3754 6232 121 71144 3756 6232 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c01.avi
1 118 84544 3576 6019 118 68344 3580 6019 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c02.avi
2 147 104440 4434 7693 147 84976 4430 7693 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c03.avi
3 225 126496 4737 7228 225 105072 4736 7228 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c04.avi
4 277 167544 7082 12846 277 144296 7081 12846 ApplyEyeMakeup/v_ApplyEyeMakeup_g08_c05.avi
5 177 159160 7341 15506 177 120696 7341 15506 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c01.avi
6 259 310440 12590 24741 259 211552 12584 24741 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c02.avi
7 211 179848 10041 17600 211 146760 10048 17600 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c03.avi
8 192 187936 10762 20892 192 148600 10758 20892 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c04.avi
9 195 161288 6959 12132 195 121512 6958 12132 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c05.avi
10 189 153664 6780 10889 189 117624 6785 10889 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c06.avi
11 262 217480 10333 15867 262 165856 10326 15867 ApplyEyeMakeup/v_ApplyEyeMakeup_g09_c07.avi
12 154 126984 5288 7369 154 96336 5288 7369 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c01.avi
13 99 81456 3927 5138 99 63792 3925 5138 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c02.avi
14 107 87072 3701 3728 107 65160 3702 3728 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c03.avi
15 125 87736 3730 3768 125 66488 3732 3768 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c04.avi
16 121 88920 3772 3952 121 68880 3769 3952 ApplyEyeMakeup/v_ApplyEyeMakeup_g10_c05.avi
17 141 108192 6093 8797 141 87776 6094 8797 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c01.avi
18 179 142872 8013 11660 179 115840 8004 11660 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c02.avi
19 126 94648 4002 5814 126 72088 4000 5814 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c03.avi
20 139 93376 4443 5864 139 76072 4443 5864 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c04.avi
21 181 125864 6008 8180 181 101608 6008 8180 ApplyEyeMakeup/v_ApplyEyeMakeup_g11_c05.avi
22 227 157320 6081 14280 227 126400 6073 14280 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c01.avi
23 121 85112 2865 6014 121 64872 2863 6014 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c02.avi
24 142 112488 3921 9374 142 84472 3917 9374 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c03.avi
25 209 136464 5113 11141 209 107392 5112 11141 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c04.avi
26 128 77720 2524 4692 128 60208 2524 4692 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c05.avi
27 213 120672 4555 9401 213 99344 4559 9401 ApplyEyeMakeup/v_ApplyEyeMakeup_g12_c06.avi
28 176 142152 6744 12311 176 105848 6745 12311 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c01.avi
29 100 68912 3777 5575 100 54640 3769 5575 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c02.avi
30 169 131144 6576 10901 169 100208 6573 10901 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c03.avi
31 121 101984 4438 8340 121 74232 4437 8340 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c04.avi
32 120 101528 4627 8596 120 76112 4626 8596 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c05.avi
33 138 113280 4739 8879 138 81504 4744 8879 ApplyEyeMakeup/v_ApplyEyeMakeup_g13_c06.avi
34 186 95960 2973 5834 186 82320 2972 5834 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c01.avi
35 187 56360 813 1342 187 50360 814 1342 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c02.avi
36 238 69624 822 1514 238 60816 821 1514 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c03.avi
37 133 64928 1889 3223 133 56184 1892 3223 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c04.avi
38 161 65464 1600 3043 161 57488 1600 3043 ApplyEyeMakeup/v_ApplyEyeMakeup_g14_c05.avi
39 170 116904 5335 8734 170 94600 5335 8734 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c01.avi
40 194 180272 8363 18405 194 138416 8360 18405 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c02.avi
41 233 243080 10291 21932 233 182512 10289 21932 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c03.avi
42 188 124856 6046 10744 188 101680 6049 10744 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c04.avi
43 260 220456 7645 14981 260 170104 7650 14981 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c05.avi
44 198 132840 6756 10766 198 111408 6760 10766 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c06.avi
45 183 131440 7297 11207 183 110824 7294 11207 ApplyEyeMakeup/v_ApplyEyeMakeup_g15_c07.avi
46 126 51816 1016 1276 126 41544 1015 1276 ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c01.avi
47 234 181640 6184 11969 234 132832 6180 11969 ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c02.avi
48 115 71456 2541 4154 115 55224 2543 4154 ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c03.avi
49 99 58752 2275 3883 99 46952 2278 3883 ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c04.avi
50 202 139968 4533 7373 202 106904 4529 7373 ApplyEyeMakeup/v_ApplyEyeMakeup_g16_c05.avi
51 117 80768 2949 5008 117 64208 2950 5008 ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c01.avi
52 174 82680 2309 4325 174 69024 2308 4325 ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c02.avi
53 95 58576 1867 3868 95 46936 1868 3868 ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c03.avi
54 106 106072 3311 6973 106 75632 3314 6973 ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c04.avi
55 183 123536 5719 11462 183 101184 5724 11462 ApplyEyeMakeup/v_ApplyEyeMakeup_g17_c05.avi
56 160 85632 3646 5393 160 77200 3649 5393 ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c01.avi
57 171 97696 4325 7144 171 87656 4326 7144 ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c02.avi
58 158 77352 3310 5847 158 69040 3312 5847 ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c03.avi
59 225 107584 4202 7366 225 94792 4203 7366 ApplyEyeMakeup/v_ApplyEyeMakeup_g18_c04.avi
